RecipeID,Category,Subcategory1,Subcategory2,Name,Ingredients,Methods,Instructions,Sensory Storytelling
EGG-004,Concoctions,Eggs Noir,Nocturne,Poached Duck Egg in Black Truffle Dashi,"[{""ingredient"": ""Duck egg"", ""amount"": ""1""}, {""ingredient"": ""Black truffle-infused dashi broth"", ""amount"": ""200ml""}, {""ingredient"": ""Katsuobushi (Bonito flakes)"", ""amount"": ""5g""}, {""ingredient"": ""Black trumpet mushrooms"", ""amount"": ""10g""}, {""ingredient"": ""Aged soy sauce"", ""amount"": ""1 tsp""}, {""ingredient"": ""Fleur de sel"", ""amount"": ""to taste""}]","[{""ingredient"": ""Duck egg"", ""method"": ""poached at 63°C for a silky yolk""}, {""ingredient"": ""Dashi"", ""method"": ""infused with shaved black truffle and aged for complexity""}, {""ingredient"": ""Dish"", ""method"": ""garnished with black trumpet mushrooms and bonito flakes""}]",Prepare a black truffle-infused dashi broth by steeping katsuobushi and black trumpet mushrooms for 24 hours. Poach the duck egg at 63°C for 45 minutes. Gently place it into a warmed bowl and ladle the dashi over it. Finish with aged soy sauce and a sprinkle of fleur de sel.,"The egg, an orb of pale moonlight, floats within a bowl of black truffle-infused dashi, an inky abyss scented with the soul of the forest. Bonito flakes ripple in the steaming broth, their smoky essence rising like phantoms in the dark. The first spoonful reveals a harmony of umami, earth, and silk, a dish that sings in hushed tones yet leaves an unforgettable resonance."
EGG-005,Concoctions,Eggs Noir,Nocturne,Black Sesame-Crusted Soft Egg with Miso Caramel,"[{""ingredient"": ""Soft-boiled organic egg"", ""amount"": ""1""}, {""ingredient"": ""Toasted black sesame seeds"", ""amount"": ""2 tbsp""}, {""ingredient"": ""Miso caramel"", ""amount"": ""1 tbsp""}, {""ingredient"": ""Smoked Maldon sea salt"", ""amount"": ""1 tsp""}]","[{""ingredient"": ""Egg"", ""method"": ""coated in finely ground black sesame for a textured crust""}, {""ingredient"": ""Miso caramel"", ""method"": ""prepared with fermented miso and burnt sugar""}, {""ingredient"": ""Dish"", ""method"": ""finished with a touch of smoked sea salt""}]","Soft-boil the egg for 6 minutes, then peel carefully. Roll in finely crushed black sesame seeds to create a thin, even crust. Drizzle with miso caramel and finish with a pinch of smoked sea salt before serving.","A dish of contrasts and textures, where the crunch of toasted black sesame yields to the trembling softness of a barely set egg. The miso caramel lingers on the lips, its deep, fermented sweetness punctuated by the kiss of smoked sea salt. The play of bitterness, salt, and umami tells a story of alchemy, where unexpected elements collide to create something hauntingly beautiful."
EGG-006,Concoctions,Eggs Noir,Nocturne,Aged Yolk & Caviar on Brioche with Black Garlic Butter,"[{""ingredient"": ""Egg yolk"", ""amount"": ""1""}, {""ingredient"": ""Kaluga caviar"", ""amount"": ""10g""}, {""ingredient"": ""Brioche"", ""amount"": ""1 slice""}, {""ingredient"": ""Black garlic butter"", ""amount"": ""1 tbsp""}]","[{""ingredient"": ""Yolk"", ""method"": ""cured in kombu and miso for 72 hours to intensify umami""}, {""ingredient"": ""Brioche"", ""method"": ""toasted and brushed with black garlic butter""}, {""ingredient"": ""Dish"", ""method"": ""finished with a generous spoonful of caviar""}]",Cure the egg yolk in kombu and miso for 72 hours until firm and deeply umami-rich. Lightly toast a slice of brioche and spread black garlic butter while warm. Place the cured yolk on top and spoon a layer of Kaluga caviar over it. Serve immediately.,"A composition of indulgence, where a 72-hour-cured egg yolk gleams like amber, firm yet yielding. The deep umami of kombu and miso lingers in every bite, enhanced by the silken contrast of Kaluga caviar. Black garlic butter seeps into warm, golden brioche, leaving behind the kind of lingering richness that lingers long after the last bite is taken."
EGG-007,Concoctions,Eggs Noir,Nocturne,Smoked Egg Custard with Squid Ink Crisp,"[{""ingredient"": ""Organic egg yolks"", ""amount"": ""4""}, {""ingredient"": ""Cream (infused with smoked seaweed)"", ""amount"": ""150ml""}, {""ingredient"": ""Squid ink"", ""amount"": ""1 tbsp""}, {""ingredient"": ""Sherry vinegar"", ""amount"": ""1 tbsp""}, {""ingredient"": ""Fleur de sel"", ""amount"": ""to taste""}]","[{""ingredient"": ""Egg custard"", ""method"": ""slow-steamed for a silken texture""}, {""ingredient"": ""Custard"", ""method"": ""blended with squid ink for color and umami""}, {""ingredient"": ""Dish"", ""method"": ""finished with crispy squid ink tuile for crunch""}]",Whisk egg yolks into a smoked seaweed-infused cream. Steam gently at 85°C for a velvety custard texture. Prepare a squid ink tuile by baking a thin layer of squid ink paste until crisp. Serve the custard with a drizzle of sherry vinegar and garnish with the squid ink crisp.,"A dish that exists in a world of shadows, where the creamy softness of smoked egg custard dissolves like silk, only to be met with the brittle snap of a jet-black squid ink crisp. The saline kiss of the ocean, the smoky warmth of aged sherry vinegar, the delicate depth of slow-infused seaweed—all elements intertwine to pull the senses into an elegant, hypnotic trance."
EGG-008,Concoctions,Eggs Noir,Nocturne,Black Tea-Infused Century Egg with Szechuan Chili Oil,"[{""ingredient"": ""Century egg"", ""amount"": ""1, halved""}, {""ingredient"": ""Black tea leaves"", ""amount"": ""1 tbsp""}, {""ingredient"": ""Szechuan chili oil"", ""amount"": ""1 tsp""}, {""ingredient"": ""Aged black vinegar"", ""amount"": ""1 tsp""}]","[{""ingredient"": ""Century egg"", ""method"": ""steeped in black tea for added depth""}, {""ingredient"": ""Dish"", ""method"": ""finished with a touch of Szechuan chili oil and black vinegar""}]","Steep the century egg in black tea for 24 hours to enhance its aroma. Slice in half and drizzle with aged black vinegar and Szechuan chili oil for a bold, spicy contrast.","A dish of ancient reverence and modern defiance, where century egg, black as obsidian, is infused with the haunting aroma of fermented black tea. Szechuan chili oil adds a whisper of heat that lingers like a secret, while the aged black vinegar lifts each bite into a delicate dance between fire and earth. Each flavor lingers, long after the final note has been played."
EGG-009,Concoctions,Eggs Noir,Nocturne,Duck Egg Carbonara with Smoked Guanciale & Black Pepper Ash,"[{""ingredient"": ""Duck egg yolk"", ""amount"": ""1""}, {""ingredient"": ""Handmade tonnarelli pasta"", ""amount"": ""150g""}, {""ingredient"": ""Smoked guanciale"", ""amount"": ""50g""}, {""ingredient"": ""Pecorino Romano"", ""amount"": ""30g""}, {""ingredient"": ""Black pepper ash"", ""amount"": ""1 tsp""}]","[{""ingredient"": ""Duck egg yolk"", ""method"": ""stirred into hot pasta for a creamy, rich sauce""}, {""ingredient"": ""Guanciale"", ""method"": ""slow-rendered for deep smokiness""}, {""ingredient"": ""Dish"", ""method"": ""finished with black pepper ash for contrast""}]","Render smoked guanciale in a pan until crispy. Cook tonnarelli pasta and toss with the warm guanciale fat. Stir in a raw duck egg yolk and finely grated Pecorino, mixing quickly to emulsify. Finish with a sprinkle of black pepper ash.","Smoke rises, carrying the scent of rendered guanciale, its richness cloaking strands of handmade tonnarelli, tangled in a golden sheen of duck egg yolk. The sharp bite of black pepper ash cuts through, a reminder that beneath all indulgence, there lies an edge—a contrast of heat, salt, and smoke, refined into a single moment of perfect intensity."
EGG-010,Concoctions,Eggs Noir,Nocturne,Charred Leek and Black Egg Yolk Raviolo with Aged Balsamic,"[{""ingredient"": ""Hand-made raviolo (stuffed with leek confit and egg yolk)"", ""amount"": ""1""}, {""ingredient"": ""25-year-aged Aceto Balsamico Tradizionale"", ""amount"": ""50ml""}, {""ingredient"": ""Brown butter"", ""amount"": ""20g""}, {""ingredient"": ""Fleur de sel"", ""amount"": ""to taste""}]","[{""ingredient"": ""Raviolo"", ""method"": ""filled with slow-roasted leeks and a single egg yolk""}, {""ingredient"": ""Raviolo"", ""method"": ""cooked gently to ensure yolk remains runny""}, {""ingredient"": ""Dish"", ""method"": ""finished with aged balsamic and brown butter""}]","Prepare a raviolo filled with leek confit and egg yolk. Cook in gently simmering water for 3 minutes, ensuring the yolk stays runny. Drizzle with 25-year-aged balsamic and nutty brown butter before serving.","A singular raviolo, its delicate frame holding a secret within—a molten black egg yolk that spills like liquid ink at the touch of a fork. The leek confit, slow-roasted until it surrenders its sweetness, weaves through the darkness, while 25-year-aged balsamic vinegar drips like poetry onto the plate. Each bite is a moment suspended in time, where smoke, silk, and acid collide in quiet, perfect chaos."
EGG-011,Concoctions,Eggs Noir,Nocturne,Espresso-Cured Egg Yolks with Bitter Cocoa and Sea Salt,"[{""ingredient"": ""Organic egg yolks"", ""amount"": ""4""}, {""ingredient"": ""Espresso grounds"", ""amount"": ""50g""}, {""ingredient"": ""Dark cocoa powder"", ""amount"": ""50g""}, {""ingredient"": ""Sea salt flakes"", ""amount"": ""30g""}]","[{""ingredient"": ""Egg yolks"", ""method"": ""cured in espresso grounds and cocoa for 48 hours""}, {""ingredient"": ""Egg yolks"", ""method"": ""rinsed and aged to develop a firm, umami-packed texture""}, {""ingredient"": ""Dish"", ""method"": ""shaved over dishes for a rich, bittersweet finish""}]","Mix espresso grounds, cocoa powder, and sea salt. Nestle egg yolks in the mixture and cure for 48 hours. Rinse gently and allow to dry for an additional 12 hours. Finely shave over a dark chocolate risotto or roasted meats.","A study in shadows and restraint, where the deep bitterness of espresso and cocoa powder meets the silken intensity of slow-cured egg yolks. Each shaving is a whisper of earthy umami, dissolving into the warmth of a dish like an unfinished sentence, lingering on the tongue. The sea salt punctuates the darkness, a final spark of clarity against the richness, like a flickering streetlamp in a midnight alley."
EGG-012,Concoctions,Eggs Noir,Nocturne,Smoked Eggplant and Black Sesame Scrambled Eggs,"[{""ingredient"": ""Organic eggs"", ""amount"": ""4""}, {""ingredient"": ""Black sesame paste"", ""amount"": ""1 tbsp""}, {""ingredient"": ""Eggplant"", ""amount"": ""1""}, {""ingredient"": ""Aged soy sauce"", ""amount"": ""1 tsp""}, {""ingredient"": ""Smoked butter"", ""amount"": ""1 tbsp""}]","[{""ingredient"": ""Eggplant"", ""method"": ""smoked over binchotan and blended into a smooth puree""}, {""ingredient"": ""Eggs"", ""method"": ""scrambled with black sesame paste for nutty depth""}, {""ingredient"": ""Dish"", ""method"": ""finished with aged soy sauce and smoked butter""}]","Roast eggplant over binchotan until fully charred, then scoop and puree. Whisk eggs with black sesame paste and cook gently in smoked butter. Finish with aged soy sauce and serve with crispy rice crackers.","A dish that feels like a nocturnal embrace, where the haunting smoke of binchotan-charred eggplant seeps into the very essence of soft, golden scrambled eggs. The nutty depth of black sesame unfolds, whispering of ancient landscapes and forgotten rituals. Aged soy lingers, its umami-laden presence cloaking the dish like a well-tailored midnight coat."
EGG-013,Concoctions,Eggs Noir,Nocturne,Coddled Quail Eggs with Fermented Black Garlic & Charred Leek Ash,"[{""ingredient"": ""Quail eggs"", ""amount"": ""6""}, {""ingredient"": ""Fermented black garlic cloves"", ""amount"": ""2""}, {""ingredient"": ""Charred leek ash"", ""amount"": ""1 tsp""}, {""ingredient"": ""White soy sauce"", ""amount"": ""1 tbsp""}]","[{""ingredient"": ""Quail eggs"", ""method"": ""coddled in a water bath at 62°C for 15 minutes""}, {""ingredient"": ""Black garlic"", ""method"": ""blended into a velvety puree""}, {""ingredient"": ""Dish"", ""method"": ""finished with leek ash for a smoky depth""}]",Gently coddle quail eggs at 62°C for 15 minutes until just set. Serve atop a smear of black garlic puree and finish with a dusting of charred leek ash and a drizzle of white soy sauce.,"A delicate enigma, where the fragility of quail eggs meets the deep, complex soul of fermented black garlic. The smokiness of charred leek ash drifts across the plate, like embers in a dying fire, a contrast to the yolk’s unapologetic silkiness. The first bite is a collision of primal elements—earth, fire, and the quiet weight of time."
EGG-014,Concoctions,Eggs Noir,Nocturne,Black Truffle and Molasses Deviled Duck Eggs,"[{""ingredient"": ""Duck eggs"", ""amount"": ""4""}, {""ingredient"": ""Black truffle"", ""amount"": ""10g""}, {""ingredient"": ""Molasses"", ""amount"": ""1 tbsp""}, {""ingredient"": ""Dijon mustard"", ""amount"": ""1 tsp""}, {""ingredient"": ""Fleur de sel"", ""amount"": ""to taste""}]","[{""ingredient"": ""Yolks"", ""method"": ""blended with black truffle and molasses for depth""}, {""ingredient"": ""Yolks"", ""method"": ""whipped into a velvety filling with mustard and sea salt""}, {""ingredient"": ""Dish"", ""method"": ""piped back into whites and finished with truffle shavings""}]","Halve hard-boiled duck eggs and remove yolks. Blend yolks with black truffle, molasses, and Dijon mustard until smooth. Pipe into whites and garnish with additional truffle shavings and a sprinkle of fleur de sel.","A dish of dark decadence, where molasses folds into black truffle, creating a filling that is equal parts velvet and mystery. The richness of duck egg yolk is amplified, deepened by the heady perfume of truffle and the slight caramelized bite of molasses. Each bite is a slow waltz through a candlelit hall, indulgent yet fleeting, an interplay of sweet, earth, and shadow."
EGG-015,Concoctions,Eggs Noir,Nocturne,Confit Egg Yolk Ravioli with Burnt Sage Butter,"[{""ingredient"": ""Hand-rolled raviolo (stuffed with egg yolk)"", ""amount"": ""1""}, {""ingredient"": ""Brown butter"", ""amount"": ""50g""}, {""ingredient"": ""Fresh sage leaves"", ""amount"": ""2""}, {""ingredient"": ""Black vinegar reduction"", ""amount"": ""1 tbsp""}]","[{""ingredient"": ""Egg yolk"", ""method"": ""confited in olive oil for 1 hour before sealing in raviolo""}, {""ingredient"": ""Brown butter"", ""method"": ""infused with charred sage for added complexity""}, {""ingredient"": ""Dish"", ""method"": ""finished with a drizzle of black vinegar reduction""}]",Slowly confit an egg yolk in low-temperature olive oil for 1 hour. Seal within a delicate raviolo and cook for 2 minutes. Toss in brown butter infused with charred sage and finish with a drizzle of black vinegar reduction.,"A single raviolo, trembling with anticipation, its golden yolk barely contained within the delicate embrace of pasta. The burnt sage butter crackles on contact, releasing a smoky perfume of autumn forests and old libraries. As the fork pierces the raviolo, the egg yolk spills forth like liquid gold, meeting the acidity of black vinegar in a fleeting, perfect union."
EGG-016,Concoctions,Eggs Noir,Nocturne,Black Garlic and Uni Tamago with Nori Powder,"[{""ingredient"": ""Organic eggs"", ""amount"": ""4""}, {""ingredient"": ""Black garlic puree"", ""amount"": ""1 tbsp""}, {""ingredient"": ""Uni (sea urchin)"", ""amount"": ""50g""}, {""ingredient"": ""Nori powder"", ""amount"": ""1 tsp""}]","[{""ingredient"": ""Eggs"", ""method"": ""slow-cooked for a Japanese-style tamago texture""}, {""ingredient"": ""Black garlic"", ""method"": ""blended into the mixture for deep umami""}, {""ingredient"": ""Dish"", ""method"": ""served with fresh uni and a dusting of nori powder""}]","Mix espresso grounds, cocoa powder, and sea salt. Nestle egg yolks in the mixture and cure for 48 hours. Rinse gently and allow to dry for an additional 12 hours. Finely shave over a dark chocolate risotto or roasted meats.","A textural illusion, where the custard-like softness of tamago holds the oceanic silk of fresh uni within its folds. Black garlic permeates every layer, an umami specter that lingers in the air, while the dusting of nori powder carries the taste of distant, wind-worn shores. Each bite is a meditation in contrast—dark and bright, smooth and briny, ancient yet utterly modern."
EGG-017,Concoctions,Eggs Noir,Nocturne,Cold-Smoked Egg with Caviar and Vodka Gel,"[{""ingredient"": ""Duck egg"", ""amount"": ""1""}, {""ingredient"": ""Ossetra caviar"", ""amount"": ""15g""}, {""ingredient"": ""Vodka gel"", ""amount"": ""1 tbsp""}, {""ingredient"": ""Lemon zest"", ""amount"": ""1 tsp""}]","[{""ingredient"": ""Egg"", ""method"": ""cold-smoked for 2 hours to develop aroma""}, {""ingredient"": ""Vodka gel"", ""method"": ""prepared using agar for texture""}, {""ingredient"": ""Dish"", ""method"": ""served chilled with caviar and citrus zest""}]","Roast eggplant over binchotan until fully charred, then scoop and puree. Whisk eggs with black sesame paste and cook gently in smoked butter. Finish with aged soy sauce and serve with crispy rice crackers.","The air is heavy with the scent of oak smoke, a ghostly veil draped over the trembling surface of a soft-boiled egg. The brine of Ossetra caviar pierces through the mist, its richness balanced by the crystalline sharpness of vodka gel. The final touch of lemon zest is a whisper of light in the darkness, a fleeting moment of clarity before it fades into the ether."
EGG-018,Concoctions,Eggs Noir,Nocturne,Squid Ink & Egg Yolk Emulsion with Burnt Shallot Oil,"[{""ingredient"": ""Egg yolks"", ""amount"": ""2""}, {""ingredient"": ""Squid ink"", ""amount"": ""1 tbsp""}, {""ingredient"": ""Burnt shallot oil"", ""amount"": ""2 tbsp""}, {""ingredient"": ""Black vinegar"", ""amount"": ""1 tsp""}]","[{""ingredient"": ""Egg yolks"", ""method"": ""blended with squid ink for a jet-black emulsion""}, {""ingredient"": ""Shallot oil"", ""method"": ""infused with deep caramelized flavors""}, {""ingredient"": ""Dish"", ""method"": ""finished with a touch of black vinegar for contrast""}]",Gently coddle quail eggs at 62°C for 15 minutes until just set. Serve atop a smear of black garlic puree and finish with a dusting of charred leek ash and a drizzle of white soy sauce.,"A dish that paints with darkness, where the jet-black silk of squid ink meets the golden glow of egg yolks. The emulsion is thick as ink spilled on parchment, dripping with oceanic depth. Burnt shallot oil threads through, a smoky tendril of caramelized perfume, while black vinegar punctuates the richness like an old secret, rediscovered under flickering candlelight."
EGG-019,Concoctions,Eggs Noir,Nocturne,Tea-Infused Century Egg with Szechuan Peppercorns,"[{""ingredient"": ""Century egg"", ""amount"": ""1""}, {""ingredient"": ""Oolong tea leaves"", ""amount"": ""1 tbsp""}, {""ingredient"": ""Szechuan peppercorn oil"", ""amount"": ""1 tsp""}, {""ingredient"": ""Aged soy sauce"", ""amount"": ""1 tbsp""}]","[{""ingredient"": ""Century egg"", ""method"": ""infused in oolong tea for an extra layer of depth""}, {""ingredient"": ""Dish"", ""method"": ""served with a drizzle of Szechuan peppercorn oil and aged soy sauce for umami balance""}]","Halve hard-boiled duck eggs and remove yolks. Blend yolks with black truffle, molasses, and Dijon mustard until smooth. Pipe into whites and garnish with additional truffle shavings and a sprinkle of fleur de sel.","A dish of ancient reverence, where the century egg, black as polished onyx, reveals swirling amber beneath its marbled surface. The whisper of oolong tea lingers, a reminder of slow fermentation and patience, while the electrifying bite of Szechuan peppercorn oil sparks on the tongue, a contrast of stillness and fire. Aged soy sauce completes the journey, grounding each bite in a rich, umami-laden abyss."
EGG-020,Concoctions,Eggs Noir,Nocturne,Burnt Miso and Egg Yolk Crème Brûlée,"[{""ingredient"": ""Egg yolks"", ""amount"": ""4""}, {""ingredient"": ""Burnt miso paste"", ""amount"": ""50g""}, {""ingredient"": ""Cream"", ""amount"": ""200ml""}, {""ingredient"": ""Demerara sugar"", ""amount"": ""2 tbsp""}, {""ingredient"": ""Smoked sea salt"", ""amount"": ""1 tsp""}]","[{""ingredient"": ""Egg yolks"", ""method"": ""blended with burnt miso and cream for depth""}, {""ingredient"": ""Custard"", ""method"": ""slow-baked for a silky texture""}, {""ingredient"": ""Dish"", ""method"": ""finished with a crisp brûlée sugar topping and smoked sea salt for contrast""}]",Slowly confit an egg yolk in low-temperature olive oil for 1 hour. Seal within a delicate raviolo and cook for 2 minutes. Toss in brown butter infused with charred sage and finish with a drizzle of black vinegar reduction.,"A dark and golden paradox, where the charred intensity of burnt miso seeps into the silken depths of egg yolk custard. The first crack of caramelized demerara sugar shatters like breaking the surface of a frozen lake, releasing the smoky-sweet perfume trapped beneath. A final touch of smoked sea salt lingers like an unfinished melody, a note that hums on the palate long after the last spoonful has vanished."
HAI-001,Concoctions,Hai Fatto Una Bella Frittata,Fresco,Black Truffle and Aged Parmigiano-Reggiano Frittata with Chanterelle Cream,"[{""ingredient"": ""Farm-fresh organic eggs"", ""amount"": ""6""}, {""ingredient"": ""Black truffle, finely shaved"", ""amount"": ""10g""}, {""ingredient"": ""Parmigiano-Reggiano (48-month aged, grated)"", ""amount"": ""50g""}, {""ingredient"": ""Chanterelle mushrooms, sautéed"", ""amount"": ""100g""}, {""ingredient"": ""Heavy cream (infused with wild thyme)"", ""amount"": ""50ml""}, {""ingredient"": ""Fleur de sel"", ""amount"": """"}, {""ingredient"": ""Cracked white pepper"", ""amount"": """"}]","[{""ingredient"": ""Eggs"", ""method"": ""whisked gently to maintain lightness""}, {""ingredient"": ""Mushrooms"", ""method"": ""sautéed in clarified butter until golden""}, {""ingredient"": ""Frittata"", ""method"": ""cooked slowly in a carbon steel pan for even texture""}, {""ingredient"": ""Dish"", ""method"": ""topped with truffle shavings and Parmigiano before serving""}]","Whisk the eggs lightly with fleur de sel and white pepper. Sauté chanterelle mushrooms in clarified butter until golden. Slowly cook the frittata in a carbon steel pan until just set. Finish with a drizzle of wild thyme-infused heavy cream, black truffle shavings, and aged Parmigiano.","This frittata is a portrait of indulgence, where the earthy perfume of black truffle dances with the deep umami of 48-month-aged Parmigiano. The buttery richness of chanterelle mushrooms weaves through the pillowy eggs, each bite enhanced by a drizzle of wild thyme-infused cream. As the fork glides through, the texture is luscious, barely set, melting into a crescendo of woodsy, nutty, and floral notes—a dish that lingers on the senses like an autumn forest at dusk."
HAI-002,Concoctions,Hai Fatto Una Bella Frittata,Fresco,Lobster and Saffron Frittata with Preserved Lemon and Crème Fraîche,"[{""ingredient"": ""Organic duck eggs"", ""amount"": ""6""}, {""ingredient"": ""Maine lobster, poached and diced"", ""amount"": ""100g""}, {""ingredient"": ""Saffron-infused crème fraîche"", ""amount"": ""2 tbsp""}, {""ingredient"": ""Preserved lemon, finely chopped"", ""amount"": ""1 tbsp""}, {""ingredient"": ""Chive oil"", ""amount"": ""1 tbsp""}, {""ingredient"": ""Smoked sea salt"", ""amount"": """"}, {""ingredient"": ""Aleppo pepper"", ""amount"": """"}]","[{""ingredient"": ""Eggs"", ""method"": ""whisked lightly with saffron-infused crème fraîche""}, {""ingredient"": ""Lobster"", ""method"": ""poached gently and diced into tender pieces""}, {""ingredient"": ""Frittata"", ""method"": ""cooked over low heat for a delicate texture""}, {""ingredient"": ""Dish"", ""method"": ""finished with preserved lemon, chive oil, and Aleppo pepper""}]","Whisk the eggs with saffron-infused crème fraîche. Poach the lobster gently, then dice. Cook the frittata over low heat until set. Garnish with preserved lemon, chive oil, and Aleppo pepper before serving.","A dish of refined opulence, where the sweet succulence of Maine lobster meets the golden glow of saffron-infused crème fraîche. The eggs are luxuriously soft, carrying the sunlit aroma of saffron and the gentle whisper of the sea from the lobster. Preserved lemon adds a flicker of brightness, a contrast to the velvety richness. A finishing touch of chive oil and Aleppo pepper awakens the palate, leaving a memory of silk and citrus, warmth and brine—as if the Mediterranean breeze itself had been whisked into the eggs."
HAI-003,Concoctions,Hai Fatto Una Bella Frittata,Fresco,Porcini and Fontina Frittata with Crispy Guanciale,"[{""ingredient"": ""Pasture-raised eggs"", ""amount"": ""6""}, {""ingredient"": ""Porcini mushrooms, sliced"", ""amount"": ""100g""}, {""ingredient"": ""Fontina Val d’Aosta, grated"", ""amount"": ""50g""}, {""ingredient"": ""Guanciale, crispy-fried"", ""amount"": ""50g""}, {""ingredient"": ""Shallots, caramelized"", ""amount"": ""30g""}, {""ingredient"": ""White truffle oil"", ""amount"": ""1 tsp""}, {""ingredient"": ""Sea salt"", ""amount"": """"}]","[{""ingredient"": ""Eggs"", ""method"": ""whisked with Fontina and seasoned lightly""}, {""ingredient"": ""Guanciale"", ""method"": ""rendered crispy and reserved for topping""}, {""ingredient"": ""Frittata"", ""method"": ""cooked gently in a non-stick pan until firm""}, {""ingredient"": ""Dish"", ""method"": ""finished with white truffle oil and crispy guanciale""}]","Whisk eggs with Fontina cheese and season lightly. Sauté porcini mushrooms until golden. Render guanciale until crisp, reserving the fat. Cook the frittata slowly until just set, then top with crispy guanciale and a drizzle of white truffle oil before serving.","A dish that embodies the heart of the Italian countryside, where the meaty depth of porcini mushrooms meets the buttery melt of Fontina Val d’Aosta. The frittata is golden and tender, its edges kissed by heat, while the crispy guanciale crackles with every bite, lending its unctuous richness. A final drizzle of white truffle oil sends up an intoxicating aroma, bringing forth images of fog-laced forests and ancient trattorias. Each forkful is earthy, nutty, and laced with nostalgia, a dish that tastes of terroir and time."
HAI-004,Concoctions,Hai Fatto Una Bella Frittata,Fresco,Burrata and Heirloom Tomato Frittata with Basil Oil,"[{""ingredient"": ""Organic farm eggs"", ""amount"": ""6""}, {""ingredient"": ""Burrata, torn into pieces"", ""amount"": ""50g""}, {""ingredient"": ""Heirloom tomatoes, slow-roasted"", ""amount"": ""100g""}, {""ingredient"": ""Aged balsamic reduction"", ""amount"": ""1 tbsp""}, {""ingredient"": ""Basil-infused olive oil"", ""amount"": ""1 tbsp""}, {""ingredient"": ""Fleur de sel"", ""amount"": """"}, {""ingredient"": ""Black pepper"", ""amount"": """"}]","[{""ingredient"": ""Eggs"", ""method"": ""whisked gently to maintain airiness""}, {""ingredient"": ""Tomatoes"", ""method"": ""roasted slowly for maximum sweetness""}, {""ingredient"": ""Frittata"", ""method"": ""cooked until barely set, retaining a creamy center""}, {""ingredient"": ""Dish"", ""method"": ""finished with burrata, basil oil, and aged balsamic""}]","Whisk eggs gently and season with fleur de sel and black pepper. Slow-roast heirloom tomatoes for intensified sweetness. Cook the frittata until just set, allowing a slightly custardy texture. Top with torn burrata, a drizzle of basil oil, and aged balsamic before serving.","The freshest expression of Italian summer, this frittata is light as a breeze, the custardy eggs embracing the slow-roasted sweetness of heirloom tomatoes. Their concentrated sugars meld into the eggs, while the cool, creamy burrata melts like fresh snowfall, creating a textural contrast that is as luxurious as it is delicate. A drizzle of basil oil and aged balsamic lingers, adding a note of bright acidity and herbal depth, like the final flourish of a painter’s brushstroke on a sun-drenched canvas."
HAI-005,Concoctions,Hai Fatto Una Bella Frittata,Fresco,Smoked Eel and Horseradish Frittata with Dill Crème,"[{""ingredient"": ""Organic duck eggs"", ""amount"": ""6""}, {""ingredient"": ""Smoked eel, flaked"", ""amount"": ""80g""}, {""ingredient"": ""Horseradish cream"", ""amount"": ""2 tbsp""}, {""ingredient"": ""Fresh dill, finely chopped"", ""amount"": ""1 tbsp""}, {""ingredient"": ""Crème fraîche"", ""amount"": ""50ml""}, {""ingredient"": ""Lemon zest"", ""amount"": """"}, {""ingredient"": ""Smoked salt"", ""amount"": """"}]","[{""ingredient"": ""Eggs"", ""method"": ""whisked until airy""}, {""ingredient"": ""Eel"", ""method"": ""gently flaked and warmed""}, {""ingredient"": ""Frittata"", ""method"": ""cooked over low heat for a creamy texture""}, {""ingredient"": ""Dish"", ""method"": ""finished with horseradish cream, dill crème, and lemon zest""}]","Whisk eggs until airy, seasoning with smoked salt. Warm flaked eel gently, preserving its delicate texture. Cook the frittata on low heat until set. Garnish with horseradish cream, dill crème, and lemon zest before serving.","A dish of intrigue and contrast, where the delicate smokiness of eel is met by the sharp, bracing heat of horseradish. The eggs are silken and airy, barely holding the rich, briny flakes of eel that dissolve with every bite. A dill-laced crème fraîche tempers the intensity, cooling the palate while smoked sea salt and a whisper of lemon zest heighten the complexity. The balance of smoke, heat, and cream is reminiscent of an afternoon by the North Sea—windswept, mysterious, and deeply satisfying."
HAI-006,Concoctions,Hai Fatto Una Bella Frittata,Fresco,White Asparagus and Morel Mushroom Frittata with Champagne Reduction,"[{""ingredient"": ""Farm-fresh eggs"", ""amount"": ""6""}, {""ingredient"": ""White asparagus, blanched and sliced"", ""amount"": ""80g""}, {""ingredient"": ""Morel mushrooms, sautéed"", ""amount"": ""50g""}, {""ingredient"": ""Aged Champagne vinegar reduction"", ""amount"": ""1 tbsp""}, {""ingredient"": ""Brown butter"", ""amount"": ""1 tbsp""}, {""ingredient"": ""Fleur de sel"", ""amount"": """"}]","[{""ingredient"": ""Eggs"", ""method"": ""whisked lightly with a touch of brown butter""}, {""ingredient"": ""Asparagus"", ""method"": ""blanched for tender texture""}, {""ingredient"": ""Morels"", ""method"": ""sautéed until deeply fragrant""}, {""ingredient"": ""Dish"", ""method"": ""finished with Champagne reduction""}]",Whisk eggs with brown butter and fleur de sel. Blanch white asparagus and slice thinly. Sauté morel mushrooms in brown butter. Cook the frittata until just set and drizzle with Champagne reduction before serving.,"An ode to spring’s first luxuries, this frittata is delicate yet deeply layered, where the gentle sweetness of white asparagus meets the earthy depth of morel mushrooms. The eggs are velvety and soft, carrying the lightly nutty aroma of brown butter. A final drizzle of Champagne reduction adds a bright, effervescent acidity, cutting through the richness and leaving behind a whisper of elegance—as if the dish itself were a celebration poured into a flute of sparkling wine."
